"Create a CSS rule that applies a transition to the `font-size` property, with a duration of 0.3 seconds, an `ease-in` timing function, and a delay of 100 milliseconds. Apply this transition to a paragraph element when it is being hovered.","```
p {
  transition: font-size 0.3s ease-in 100ms;
}

p:hover {
  font-size: 1.5em;
}
```"
"Create a CSS rule that applies a transition to the `border-radius` property, with a duration of 1.5 seconds and a `linear` timing function. Use the `transition` shorthand property for this rule.","```
div { transition: border-radius 1.5s linear; }
```"
"Create a CSS rule that applies a transition to both the `color` and `background-color` properties of a `button` element. The transition for the color property should have a duration of 0.4 seconds and an `ease-out` timing function, while the transition for the `background-color` property should have a duration of 0.6 seconds and a `cubic-bezier(0.42, 0, 0.58, 1)` timing function. Apply this transition when the button is focused.","```
button {
  transition-property: color, background-color;
  transition-duration: 0.4s, 0.6s;
  transition-timing-function: ease-out, cubic-bezier(0.42, 0, 0.58, 1);
}

button:focus {
  color: white;
  background-color: green;
}
```"
"Create a CSS rule that applies transitions to the `width`, `height`, and `opacity` properties of a div element. The transitions should have the following properties:

* `width`: 0.8s duration, ease-in-out timing function, 0s delay
* `height`: 1.2s duration, ease timing function, 200ms delay
* `opacity`: 0.5s duration, linear timing function, no delay

Use the `transition` shorthand property for this rule.","```
div { transition: width 0.8s ease-in-out 0s, height 1.2s ease 200ms, opacity 0.5s linear; }
```"
What is the `linear` timing function usually used for?,"The `linear` timing function is often used when you want a simple, predictable, and uniform transition. It's suitable for scenarios where the change in the property doesn't require any emphasis or gradual speed adjustments.

For example, it can be used for:

* Moving an element at a constant speed across the screen.
* Changing the background color of an element uniformly.
* Progress bars or loading indicators with a steady pace.

Example:

```
.element {
  /* Initial state */
  background-color: blue;
  transition: background-color 2s linear;
}

.element:hover {
  /* Final state */
  background-color: red;
}
```

In this example, the background color of the .element will change from blue to red uniformly over 2 seconds when hovered over, without any acceleration or deceleration.

## Footnote

[""transition-timing-function - CSS: Cascading Style Sheets | MDN"" (developer.mozilla.org).](https://developer.mozilla.org/en-US/docs/Web/CSS/transition-timing-function) Retrieved May 3, 2023."
What is the `ease-in` timing function usually used for?,"`ease-in`  timing function is used when you want a transition to start slowly and then accelerate towards the end. It is ideal for situations where you want to draw attention to the change or create an impression of momentum. Examples of `ease-in use` cases include:

* **Revealing a hidden element**, such as a tooltip or a dropdown menu.
* **Expanding a collapsible panel or an accordion**.
* **Moving an element onto the screen** from an off-screen position.

## Footnote

[""transition-timing-function - CSS: Cascading Style Sheets | MDN"" (developer.mozilla.org).](https://developer.mozilla.org/en-US/docs/Web/CSS/transition-timing-function) Retrieved May 3, 2023."
What is the `ease-out` timing function usually used for?,"`ease-out` timing function is used when you want a transition to start quickly and then decelerate towards the end. It is suitable for situations where you want a smooth, gentle exit of the transition or a more natural-feeling movement. Examples of ease-out use cases include:

* **Hiding an element**, such as a tooltip or a dropdown menu.
* **Collapsing a panel or an accordion**.
* **Moving an element off the screen** or to another position.

## Footnote

[""transition-timing-function - CSS: Cascading Style Sheets | MDN"" (developer.mozilla.org).](https://developer.mozilla.org/en-US/docs/Web/CSS/transition-timing-function) Retrieved May 3, 2023."
What is the `ease-in-out` timing function usually used for?,"The `ease-in-out` timing function is used for creating CSS transitions that start slowly, accelerate in the middle, and then decelerate towards the end. This timing function combines the characteristics of both `ease-in` and `ease-out`, making it suitable for situations where you want a smooth and natural transition for elements that appear and disappear or change their state in response to user interactions.

Some common use cases for the ease-in-out timing function include:

* **Hover effects**: When an element's properties change on hover (such as size, color, or position), the ease-in-out function ensures a smooth transition both when the element is hovered over and when the hover state is removed.
* **Show and hide elements**: For elements that appear and disappear, like modals or side menus, the ease-in-out function creates a more natural, less abrupt transition.
* **Accordion or collapsible panels**: When expanding and collapsing panels, the ease-in-out function ensures that the opening and closing animations feel balanced and consistent.

## Footnote

[""transition-timing-function - CSS: Cascading Style Sheets | MDN"" (developer.mozilla.org).](https://developer.mozilla.org/en-US/docs/Web/CSS/transition-timing-function) Retrieved May 3, 2023."
What is the `ease` timing function usually used for?,"The `ease` timing function is used for creating CSS transitions with a smooth and natural speed curve. This function starts slowly, accelerates in the middle, and then decelerates towards the end. 

Some common scenarios where the ease timing function can be applied include:

* **Hover effects**: When changing an element's properties on hover (such as color, size, or position), the ease function provides a smooth and gentle transition that is visually pleasing.
* **Fading elements**: When fading elements in or out using opacity, the ease function creates a more natural transition, making the change less abrupt.
* **Resizing or repositioning elements**: When resizing or repositioning elements in response to user interaction or as part of an animation, the ease function ensures a balanced and smooth motion.

## Footnote

[""transition-timing-function - CSS: Cascading Style Sheets | MDN"" (developer.mozilla.org).](https://developer.mozilla.org/en-US/docs/Web/CSS/transition-timing-function) Retrieved May 3, 2023."
What does the `steps` timing function do?,"The `steps` timing function is used for creating CSS transitions or animations that progress in a series of discrete steps instead of a continuous, smooth motion. It is particularly useful when you want to create a stepped or frame-based animation, where the property values change abruptly at specific intervals.

The steps function takes two arguments:

* `n`: The number of intervals or steps the transition should be divided into. This should be a positive integer.
* `start` or `end`: This optional argument specifies when the step change should occur within each interval. If set to `start`, the change happens at the beginning of the interval. If set to `end`, the change happens at the end of the interval. The default value is end.

Example:

```
@keyframes sprite-animation {
  from {
    background-position: 0;
  }
  to {
    background-position: -500px;
  }
}

.sprite {
  background-image: url('sprite-sheet.png');
  animation: sprite-animation 1s steps(5, end) infinite;
}
```

In this example, a `sprite` animation is created using a sprite sheet with 5 frames. The steps function divides the transition into 5 discrete steps, ensuring that the background position jumps to each frame without any interpolation between them. The end keyword specifies that the change should occur at the end of each step interval.

## Footnote

[""transition-timing-function - CSS: Cascading Style Sheets | MDN"" (developer.mozilla.org).](https://developer.mozilla.org/en-US/docs/Web/CSS/transition-timing-function) Retrieved May 3, 2023."
Can you animate all CSS properties?,"No. Some CSS properties cannot be animated using CSS transitions or animations, either because they don't have intermediate values between their initial and final states or because animating them would create undesirable side effects or performance issues.

Here's a list of some CSS properties that cannot be animated:

* `display`: This property defines the display type of an element, and there are no intermediate states between its different values (e.g., block, inline, none).
* `position`: The position property specifies the positioning scheme of an element, and there are no intermediate values between its different values (e.g., static, relative, absolute, fixed, sticky).
* `z-index`: This property controls the stacking order of positioned elements, and its values are integers. Although you could technically interpolate integer values, animating z-index would usually create undesirable visual effects.
* `content`: This property is used in conjunction with pseudo-elements to insert generated content. As it accepts various data types like strings, images, and counters, it is not suitable for animation.
* `cursor`: This property specifies the mouse cursor displayed when hovering over an element. There are no intermediate values between different cursor types.
* `visibility`: The visibility property determines whether an element is visible or hidden, and there are no intermediate values between visible and hidden. 

**Note**: Some properties like `visibility` cannot be animated but they will still ovey `transition-delay` values."

Question,Answer
transforms,transforms
What is the `transform` CSS property used for?,"The transform CSS property is used to modify the position, scale, and rotation of an element, either in 2D or 3D space.

## Footnote

[""transform - CSS: Cascading Style Sheets | MDN"" (developer.mozilla.org).](https://developer.mozilla.org/en-US/docs/Web/CSS/transform) Retrieved May 4, 2023."
What is the syntax and possible values for the `transform` CSS property?,"The syntax for the `transform` CSS property is 

```
transform: function(value);
```

Possible values include functions such as `translate`, `scale`, `rotate`, `skew`, and `matrix`, each with their respective values.

## Footnote

[""transform - CSS: Cascading Style Sheets | MDN"" (developer.mozilla.org).](https://developer.mozilla.org/en-US/docs/Web/CSS/transform) Retrieved May 4, 2023."
How can you apply multiple transforms to an element?,"You can apply multiple `transform`s by chaining the functions together, separated by spaces, like this: 

```
transform: function1(value) function2(value);
```

## Footnote

[""transform - CSS: Cascading Style Sheets | MDN"" (developer.mozilla.org).](https://developer.mozilla.org/en-US/docs/Web/CSS/transform) Retrieved May 4, 2023."
What are the common 1-dimensional `transform`s in CSS?,"The common 1-dimensional transforms in CSS are `translateX()`, `translateY()`, `scaleX()`, `scaleY()`, and `skewX()`, `skewY()`.

## Footnote

[""transform - CSS: Cascading Style Sheets | MDN"" (developer.mozilla.org).](https://developer.mozilla.org/en-US/docs/Web/CSS/transform) Retrieved May 4, 2023."
What are the main 3-dimensional `transform`s in CSS?,"The main 3-dimensional transforms in CSS are `translate3d(x, y, z)`, `scale3d(x, y, z)`, `rotateX(angle)`, `rotateY(angle)`, `rotateZ(angle)`, and `matrix3d()`.

## Footnote

[""transform - CSS: Cascading Style Sheets | MDN"" (developer.mozilla.org).](https://developer.mozilla.org/en-US/docs/Web/CSS/transform) Retrieved May 4, 2023."
What are the main types of CSS transform functions?,"The main types of CSS transforms are `translation`, `scaling`, `rotation`, `skewing`, and `matrix transformations`.

## Footnote

[""transform - CSS: Cascading Style Sheets | MDN"" (developer.mozilla.org).](https://developer.mozilla.org/en-US/docs/Web/CSS/transform) Retrieved May 4, 2023."
What does the `translate()` CSS transform function do?,"The `translation` transform moves an element from its current position along the X, Y, or Z axis without affecting the layout of surrounding elements.

## Footnote

[""translate() - CSS: Cascading Style Sheets | MDN"" (developer.mozilla.org).](https://developer.mozilla.org/en-US/docs/Web/CSS/transform-function/translate) Retrieved May 4, 2023."
What are the syntaxes for `translate()` CSS transform functions?,"The syntaxes for translation functions in CSS are: `translate(tx, ty)`, `translateX(tx)`, `translateY(ty)`, and `translate3d(tx, ty, z)`.

**Values**:

* **tx** - Is a `<length>` or `<percentage>` representing the abscissa of the translating vector.

* **ty** - Is a `<length>` or `<percentage>` representing the ordinate of the translating vector.

* **tz** - Is a `<length>` representing the z component of the translating vector. It can't be a `<percentage>` value; in that case the property containing the transform is considered invalid.

## Footnote

[""translate() - CSS: Cascading Style Sheets | MDN"" (developer.mozilla.org).](https://developer.mozilla.org/en-US/docs/Web/CSS/transform-function/translate) Retrieved May 4, 2023."
What does the `scale()` CSS transform do?,"The scaling transform resizes an element's width and height by a specified factor without affecting the layout of surrounding elements.

## Footnote

[""scale() - CSS: Cascading Style Sheets | MDN"" (developer.mozilla.org).](https://developer.mozilla.org/en-US/docs/Web/CSS/transform-function/scale) Retrieved May 5, 2023."
What are the syntaxes for `scale()` CSS transform functions?,"The syntaxes for scaling functions in CSS are: `scale(sx, sy)`, `scaleX(sx)`, `scaleY(sy)`, and `scale3d(sx, sy, sz)`.

**Argument values**

* **sx** - Is a `<number>` representing the abscissa of the scaling vector.

* **sy** - Is a `<number>` representing the ordinate of the scaling vector.  If not defined, its default value is **sx**, resulting in a uniform scaling that preserves the element's aspect ratio.

* **sz** - Is a `<number>` representing the z-component of the scaling vector.

**NOTE**: `scale`, `scaleX` and `scaleY` also accepts `<percentage>` as argument values.

## Footnote

[""scale() - CSS: Cascading Style Sheets | MDN"" (developer.mozilla.org).](https://developer.mozilla.org/en-US/docs/Web/CSS/transform-function/scale) Retrieved May 5, 2023."
What does the `rotate()` CSS transform function do?,"The rotation transform rotates an element around a specified axis without affecting the layout of surrounding elements.

## Footnote

[""rotate() - CSS: Cascading Style Sheets | MDN"" (developer.mozilla.org).](https://developer.mozilla.org/en-US/docs/Web/CSS/transform-function/rotate) Retrieved May 5, 2023."
List all `rotate` CSS transform functions,"`rotate(angle)`, `rotateX(angle)`, `rotateY(angle)`, `rotateZ(angle)`, and `rotate3d(x, y, z, angle)`."
What is the syntax of the `rotate()` CSS transform function?,"```
rotate(angle);
```

**Values**

* **angle** - Is an `<angle>` representing the angle of the rotation. The direction of rotation depends on the writing direction. In a left-to-right context, a positive angle denotes a clockwise rotation, a negative angle a counter-clockwise one. In a right-to-left context, a positive angle denotes a counter-clockwise rotation, a negative angle a clockwise one.

## Footnote

[""rotate() - CSS: Cascading Style Sheets | MDN"" (developer.mozilla.org).](https://developer.mozilla.org/en-US/docs/Web/CSS/transform-function/rotate) Retrieved May 5, 2023."
What does the `skew()` CSS transform function do?,"The `skew()` CSS function defines a transformation that skews an element on the 2D plane. Its result is a `<transform-function>` data type.

## Footnote

[""skew() - CSS: Cascading Style Sheets | MDN"" (developer.mozilla.org).](https://developer.mozilla.org/en-US/docs/Web/CSS/transform-function/skew) Retrieved May 22, 2023."
What is the syntax of the `skew()` CSS transform function?,"**Syntax**

```
skew(ax)
skew(ax, ay)
```

**Values**

* `ax` - Is an `<angle>` representing the angle to use to distort the element along the x-axis (or abscissa).
* `ay` -  Is an <angle> representing the angle to use to distort the element along the y-axis (or ordinate). If not defined, its default value is 0, resulting in a purely horizontal skewing.

## Footnote

[""skew() - CSS: Cascading Style Sheets | MDN"" (developer.mozilla.org).](https://developer.mozilla.org/en-US/docs/Web/CSS/transform-function/skew) Retrieved May 22, 2023."
What does the `translate` CSS property do?,"The `translate` CSS property allows you to specify translation transforms individually and independently of the transform property. 

This maps better to typical user interface usage, and saves having to remember the exact order of transform functions to specify in the transform value.

## Footnote

[""translate - CSS: Cascading Style Sheets | MDN"" (developer.mozilla.org).](https://developer.mozilla.org/en-US/docs/Web/CSS/translate) Retrieved May 22, 2023."
What is the syntax of the `translate` CSS property?,"**Syntax**

```
/* Keyword values */
translate: none;

/* Single values */
translate: 100px;
translate: 50%;

/* Two values */
translate: 100px 200px;
translate: 50% 105px;

/* Three values */
translate: 50% 105px 5rem;
```

**Values**

* *Single `<length-percentage>` value* - A `<length>` or `<percentage>` that specifies a translation along the X-axis. Equivalent to a translate() (2D translation) function with a single value specified.

* *Two `<length-percentage>` values* - Two `<length>` or `<percentage>` that specify the X and Y axis translation values (respectively) of a 2D translation. Equivalent to a translate() (2D translation) function with two values specified.

* *Three values* - Two `<length-percentage>` and single `<length>` values that specify the X, Y, and Z axis translation values (respectively) of a 3D translation. Equivalent to a translate3d() (3D translation) function.

* `none` - Specifies that no translation should be applied.

## Footnote

[""translate - CSS: Cascading Style Sheets | MDN"" (developer.mozilla.org).](https://developer.mozilla.org/en-US/docs/Web/CSS/translate) Retrieved May 22, 2023."
What does the `rotate` CSS property do?,"The `rotate` CSS property allows you to specify rotation transforms individually and independently of the transform property. 

This maps better to typical user interface usage, and saves having to remember the exact order of transform functions to specify in the transform property.

## Footnote

[""rotate - CSS: Cascading Style Sheets | MDN"" (developer.mozilla.org).](https://developer.mozilla.org/en-US/docs/Web/CSS/rotate) Retrieved May 22, 2023."
What is the syntax of the `rotate` CSS property?,"**Syntax**

```
/* Keyword values */
rotate: none;

/* Angle value */
rotate: 90deg;
rotate: 0.25turn;
rotate: 1.57rad;

/* x, y, or z axis name plus angle */
rotate: x 90deg;
rotate: y 0.25turn;
rotate: z 1.57rad;

/* Vector plus angle value */
rotate: 1 1 1 90deg;
```

**Values**

* *angle value* - An `<angle>` specifying the angle to rotate the affected element through, around the Z axis. Equivalent to a `rotate()` (2D rotation) function.

* *x, y, or z axis name plus angle value* - The name of the axis you want to rotate the affected element around (""x"", ""y"", or ""z""), plus an `<angle>` specifying the angle to rotate the element through. Equivalent to a `rotateX()/rotateY()/rotateZ()` (3D rotation) function.

* *vector plus angle value* - Three `<number>`s representing an origin-centered vector that defines a line around which you want to rotate the element, plus an `<angle>` specifying the angle to rotate the element through. Equivalent to a `rotate3d()` (3D rotation) function.

* `none` - Specifies that no rotation should be applied.

## Footnote

[""rotate - CSS: Cascading Style Sheets | MDN"" (developer.mozilla.org).](https://developer.mozilla.org/en-US/docs/Web/CSS/rotate) Retrieved May 22, 2023."
What does the `scale` CSS property do?,"The `scale` CSS property allows you to specify scale transforms individually and independently of the transform property. 

This maps better to typical user interface usage, and saves having to remember the exact order of transform functions to specify in the transform value.

## Footnote

[""scale - CSS: Cascading Style Sheets | MDN"" (developer.mozilla.org).](https://developer.mozilla.org/en-US/docs/Web/CSS/scale) Retrieved May 23, 2023."
What is the syntax of the `scale` CSS property?,"**Syntax**

```
/* Keyword values */
scale: none;

/* Single values */
/* values of more than 1 or 100% make the element grow */
scale: 2;
/* values of less than 1 or 100% make the element shrink */
scale: 50%;

/* Two values */
scale: 2 0.5;

/* Three values */
scale: 200% 50% 200%;
```

**Values**

* *Single value* - A `<number>` or `<percentage>` specifying a scale factor to make the affected element scale by the same factor along both the X and Y axes. Equivalent to a `scale()` (2D scaling) function with a single value specified.

* *Two values* - Two `<number>` or `<percentage>` values that specify the X and Y axis scaling values (respectively) of a 2D scale. Equivalent to a `scale()` (2D scaling) function with two values specified.

* *Three values* - Three `<number>` or `<percentage>` values that specify the X, Y, and Z axis scaling values (respectively) of a 3D scale. Equivalent to a `scale3d()` (3D scaling) function.

* `none` - Specifies that no scaling should be applied.

## Footnote

[""scale - CSS: Cascading Style Sheets | MDN"" (developer.mozilla.org).](https://developer.mozilla.org/en-US/docs/Web/CSS/scale) Retrieved May 23, 2023."
What does the `transform-origin` CSS property do?,"The `transform-origin` CSS property sets the origin for an element's transformations.

## Footnote

[""transform-origin - CSS: Cascading Style Sheets | MDN"" (developer.mozilla.org).](https://developer.mozilla.org/en-US/docs/Web/CSS/transform-origin) Retrieved May 23, 2023."
What is the syntax of the `transform-origin` CSS property?,"**Syntax**

```
/* One-value syntax */
transform-origin: 2px;
transform-origin: bottom;

/* x-offset | y-offset */
transform-origin: 3cm 2px;

/* x-offset-keyword | y-offset */
transform-origin: left 2px;

/* x-offset-keyword | y-offset-keyword */
transform-origin: right top;

/* y-offset-keyword | x-offset-keyword */
transform-origin: top right;

/* x-offset | y-offset | z-offset */
transform-origin: 2px 30% 10px;

/* x-offset-keyword | y-offset | z-offset */
transform-origin: left 5px -3px;

/* x-offset-keyword | y-offset-keyword | z-offset */
transform-origin: right bottom 2cm;

/* y-offset-keyword | x-offset-keyword | z-offset */
transform-origin: bottom right 2cm;
```

The `transform-origin` property may be specified using one, two, or three values, where each value represents an offset. Offsets that are not explicitly defined are reset to their corresponding initial values.

If a single `<length>` or `<percentage>` value is defined, it represents the horizontal offset.

If two or more values are defined and either no value is a keyword, or the only used keyword is center, then the first value represents the horizontal offset and the second represents the vertical offset.

**Values**

* *x-offset* - Is a `<length>` or a `<percentage>` describing how far from the left edge of the box the origin of the transform is set.

* *offset-keyword* - Is one of the `left`, `right`, `top`, `bottom`, or `center` keyword describing the corresponding offset.

* *y-offset* - Is a `<length>` or a `<percentage>` describing how far from the top edge of the box the origin of the transform is set.

* *x-offset-keyword* - Is one of the `left`, `right`, or `center` keyword describing how far from the left edge of the box the origin of the transform is set.

* *y-offset-keyword* - Is one of the `top`, `bottom`, or `center` keyword describing how far from the top edge of the box the origin of the transform is set.

* *z-offset* - Is a `<length>` (and never a `<percentage>` which would make the statement invalid) describing how far from the user eye the `z=0` origin is set.

## Footnote

[""transform-origin - CSS: Cascading Style Sheets | MDN"" (developer.mozilla.org).](https://developer.mozilla.org/en-US/docs/Web/CSS/transform-origin) Retrieved May 23, 2023."
What does the CSS `transform: rotate(45deg);` function do?,It rotates the element 45 degrees clockwise.
Apply a CSS transform function that scales an element to twice its original size.,"```
transform: scale(2);
```"
Which CSS transform function would you use to move an element 30 pixels to the right and 20 pixels down without disrupting the normal flow of the document?,"```
transform: translate(30px, 20px);
```"
What does the CSS function `transform: skewX(20deg);` do to an element?,It skews the element 20 degrees along the X-axis.
How would you combine multiple transform functions in a single declaration?,"You can chain multiple functions together, like this: `transform: rotate(45deg) scale(2);`"
How to use CSS transform to rotate an element 45 degrees counter-clockwise?,"```
transform: rotate(-45deg);
```"
Write a CSS rule that scales an element in the x-direction by 1.5 times and in the y-direction by 0.5 times.,"```
transform: scaleX(1.5) scaleY(0.5);
```"
How to rotate an element around a fixed point (say `100px 100px`)?,"Set the `transform-origin` property to `100px 100px` before applying the rotate function:

```
transform-origin: 100px 100px;
transform: rotate(45deg);
```"

Question,Answer
animations,animations
What are CSS animations?,"CSS animations are a way to animate HTML elements using CSS. This can include changes in size, position, color, opacity, and other properties over a certain duration, either once or in a loop.

CSS animations are created by specifying keyframes for the animation sequence and then binding the keyframes to a specified CSS element. The keyframes hold what styles the element will have at certain times, and the animation is smooth in between those keyframes.

Example: 

```
@keyframes example {
  0%   {background-color: red;}
  50%  {background-color: yellow;}
  100% {background-color: blue;}
}

div {
  width: 100px;
  height: 100px;
  animation: example 5s infinite; /* The animation will last for 5 seconds, and it will repeat forever */
}
```

In this example, the `@keyframes` rule defines an animation named `example`, that changes the `background-color` of an element from `red` to `yellow` at the `50%` point, then to `blue` at the end. The animation property in the `div` rule attaches the example animation to the div elements, sets the animation to last for 5 seconds and repeats it indefinitely."
What is the difference between CSS animations and CSS transitions?,"While both are used to animate CSS properties, transitions are generally simpler and useful when you want to smoothly animate a property from one value to another on events like hover, while animations are more powerful and flexible, providing control over the animation sequence and intermediate steps."
What does `animation-name` CSS property do?,"The `animation-name` CSS property specifies the names of one or more `@keyframes` at-rules that describe the animation to apply to an element. Multiple `@keyframe` at-rules are specified as a comma-separated list of names. If the specified name does not match any `@keyframe` at-rule, no properties are animated.

## Footnote

[""animation-name - CSS: Cascading Style Sheets | MDN"" (developer.mozilla.org).](https://developer.mozilla.org/en-US/docs/Web/CSS/animation-name) Retrieved May 25, 2023."
What is the syntax of the `animation-name` CSS property?,"**Syntax**

```
/* Single animation */
animation-name: none;
animation-name: test_05;
animation-name: -specific;
animation-name: sliding-vertically;

/* Multiple animations */
animation-name: test1, animation4;
animation-name: none, -moz-specific, sliding;
```

**Values**

* `none` - A special keyword denoting no keyframes. It can be used to deactivate an animation without changing the ordering of the other identifiers, or to deactivate animations coming from the cascade.

* `<custom-ident>` - A name identifying the animation. This identifier is composed of a combination of case-sensitive letters a to z, numbers 0 to 9, underscores ( _ ), and/or dashes (-). The first non-dash character must be a letter. Also, two dashes are forbidden at the beginning of the identifier. Furthermore, the identifier can't be none, unset, initial, or inherit.

## Footnote

[""animation-name - CSS: Cascading Style Sheets | MDN"" (developer.mozilla.org).](https://developer.mozilla.org/en-US/docs/Web/CSS/animation-name) Retrieved May 25, 2023."
What does `animation-duration` CSS property do?,"The `animation-duration` CSS property sets the length of time that an animation takes to complete one cycle.

## Footnote

[""animation-duration - CSS: Cascading Style Sheets | MDN"" (developer.mozilla.org).](https://developer.mozilla.org/en-US/docs/Web/CSS/animation-duration) Retrieved May 25, 2023."
What is the syntax of the `animation-duration` CSS property?,"**Syntax**

```
/* Single animation */
animation-duration: 6s;
animation-duration: 120ms;

/* Multiple animations */
animation-duration: 1.64s, 15.22s;
animation-duration: 10s, 35s, 230ms;
```

**Values**

* `<time>` - The time that an animation takes to complete one cycle. This may be specified in either seconds (`s`) or milliseconds (`ms`). The value must be positive or zero and the unit is required.

If no value is provided, the default value of `0s` is used

## Footnote

[""animation-duration - CSS: Cascading Style Sheets | MDN"" (developer.mozilla.org).](https://developer.mozilla.org/en-US/docs/Web/CSS/animation-duration) Retrieved May 25, 2023."
What does the `animation-timing-function` CSS property do?,"The `animation-timing-function` CSS property sets how an animation progresses through the duration of each cycle.

## Footnote

[""animation-timing-function - CSS: Cascading Style Sheets | MDN"" (developer.mozilla.org).](https://developer.mozilla.org/en-US/docs/Web/CSS/animation-timing-function) Retrieved May 25, 2023."
What is the syntax of the `animation-timing-function` CSS property?,"**Syntax**

```
/* Keyword values */
animation-timing-function: ease;
animation-timing-function: ease-in;
animation-timing-function: ease-out;
animation-timing-function: ease-in-out;
animation-timing-function: linear;
animation-timing-function: step-start;
animation-timing-function: step-end;

/* Function values */
animation-timing-function: cubic-bezier(0.1, 0.7, 1, 0.1);
animation-timing-function: steps(4, end);

/* Steps Function keywords */
animation-timing-function: steps(4, jump-start);
animation-timing-function: steps(10, jump-end);
animation-timing-function: steps(20, jump-none);
animation-timing-function: steps(5, jump-both);
animation-timing-function: steps(6, start);
animation-timing-function: steps(8, end);
```

**Values**

The `animation-timing-function` property can take the following values: `linear`, `ease`, `ease-in`, `ease-out`, `ease-in-out`, `step-start`, `step-end`, `steps(int, start|end)`, `cubic-bezier(n,n,n,n)`, and specific steps using the `steps()` function.

* `ease` - Increases in velocity towards the middle of the animation, slowing back down at the end.

* `linear` - Animates at an even speed.

* `ease-in` - Starts off slowly, with the speed of the transition of the animating property increasing until complete.

* `ease-out` - Starts quickly, slowing down the animation continues.

* `ease-in-out` - Starts slowly, speeding up, and then slowing down again.

* `cubic-bezier(p1, p2, p3, p4)` - An author defined cubic-bezier curve, where the p1 and p3 values must be in the range of 0 to 1.

* `steps(n, <jumpterm>)` - Displays an animation iteration along n stops along the transition, displaying each stop for equal lengths of time.

## Footnote

[""animation-timing-function - CSS: Cascading Style Sheets | MDN"" (developer.mozilla.org).](https://developer.mozilla.org/en-US/docs/Web/CSS/animation-timing-function) Retrieved May 25, 2023."
What is the `steps()` function in the `animation-timing-function` CSS property?,"`steps(n, <jump-term>)` - Displays an animation iteration along n stops along the transition, displaying each stop for equal lengths of time. For example, if `n` is `5`, there are 5 steps. Whether the animation holds temporarily at `0%`, `20%`, `40%`, `60%` and `80%`, on the `20%`, `40%`, `60%`, `80%` and `100%`, or makes 5 stops between the `0%` and `100%` along the animation, or makes 5 stops including the `0%` and `100%` marks (on the `0%`, `25%`, `50%`, `75%`, and `100%`) depends on which of the following jump terms is used:

* `jump-start` | `start` - Denotes a left-continuous function, so that the first jump happens when the animation begins;

* `jump-end` | `end` - Denotes a right-continuous function, so that the last jump happens when the animation ends;

* `jump-none` - There is no jump on either end. Instead, holding at both the `0%` mark and the `100%` mark, each for 1/n of the duration.

* `jump-both` - Includes pauses at both the `0%` and `100%` marks, effectively adding a step during the animation iteration.

* `step-start` - Equal to `steps(1, jump-start)`

* `step-end` - Equal to `steps(1, jump-end)`

## Footnote

[""animation-timing-function - CSS: Cascading Style Sheets | MDN"" (developer.mozilla.org).](https://developer.mozilla.org/en-US/docs/Web/CSS/animation-timing-function) Retrieved May 26, 2023."
What does the `animation-delay` CSS property do?,"The `animation-delay` CSS property specifies the amount of time to wait from applying the animation to an element before beginning to perform the animation.

## Footnote

[""animation-delay - CSS: Cascading Style Sheets | MDN"" (developer.mozilla.org).](https://developer.mozilla.org/en-US/docs/Web/CSS/animation-delay) Retrieved May 26, 2023."
What is the syntax of the `animation-delay` CSS property?,"**Syntax**

```
/* Single animation */
animation-delay: 3s;
animation-delay: 0s;
animation-delay: -1500ms;

/* Multiple animations */
animation-delay: 2.1s, 480ms;
```

**Values**

* `<time>` - The time offset, from the moment at which the animation is applied to the element, at which the animation should begin. This may be specified in either seconds (`s`) or milliseconds (`ms`). The unit is required.

A positive value indicates that the animation should begin after the specified amount of time has elapsed. 

A negative value causes the animation to begin immediately, but partway through its cycle. For example, if you specify `-1s` as the animation delay time, the animation will begin immediately but will start 1 second into the animation sequence.

## Footnote

[""animation-delay - CSS: Cascading Style Sheets | MDN"" (developer.mozilla.org).](https://developer.mozilla.org/en-US/docs/Web/CSS/animation-delay) Retrieved May 26, 2023."
What does the `animation-iteration-count` CSS property do?,"The `animation-iteration-count` CSS property sets the number of times an animation sequence should be played before stopping.

## Footnote

[""animation-iteration-count - CSS: Cascading Style Sheets | MDN"" (developer.mozilla.org).](https://developer.mozilla.org/en-US/docs/Web/CSS/animation-iteration-count) Retrieved May 26, 2023."
What is the syntax of the `animation-iteration-count` CSS property?,"**Syntax**

```
/* Keyword value */
animation-iteration-count: infinite;

/* <number> values */
animation-iteration-count: 3;
animation-iteration-count: 2.4;

/* Multiple values */
animation-iteration-count: 2, 0, infinite;
```

**Values**
The animation-iteration-count property is specified as one or more comma-separated values.

* `infinite` - The animation will repeat forever.

* `<number>` - The number of times the animation will repeat; this is `1` by default. You may specify non-integer values to play part of an animation cycle: for example, `0.5` will play half of the animation cycle. **Negative values are invalid**.

## Footnote

[""animation-iteration-count - CSS: Cascading Style Sheets | MDN"" (developer.mozilla.org).](https://developer.mozilla.org/en-US/docs/Web/CSS/animation-iteration-count) Retrieved May 26, 2023."
What does the `animation-direction` CSS property do?,"The `animation-direction` CSS property sets whether an animation should play forward, backward, or alternate back and forth between playing the sequence forward and backward.

## Footnote

[""animation-direction - CSS: Cascading Style Sheets | MDN"" (developer.mozilla.org).](https://developer.mozilla.org/en-US/docs/Web/CSS/animation-direction) Retrieved May 26, 2023."
